order_date,region,regional_manager,total_sales,total_profit,total_cogs,total_units,orders,profit_margin
2023-03-22,East,Rylee Sasa,373.26,28.94,344.32,9,1,0.0775
2023-03-22,West,Sasha Ellington,14299.08,6822.03,7477.05,22,5,0.4771
2023-03-23,Central,Neelam Nilam,12.77,0.96,11.81,2,1,0.0752
2023-03-23,East,Rylee Sasa,1244.53,339.31,905.22,15,6,0.2726
2023-03-24,Central,Neelam Nilam,2463.75,531.77,1931.98,16,5,0.2158
2023-03-24,East,Rylee Sasa,11.05,2.98,8.07,5,1,0.2697
2023-03-24,West,Sasha Ellington,1092.23,195.78,896.46,25,6,0.1792
2023-03-25,Central,Neelam Nilam,2798.51,393.93,2404.58,27,6,0.1408
2023-03-25,East,Rylee Sasa,377.53,4.61,372.91,6,2,0.0122
2023-03-25,South,Sam Abioye,57.01,22.09,34.92,5,2,0.3875
2023-03-25,West,Sasha Ellington,19.83,5.95,13.88,1,1,0.3001
2023-03-26,Central,Neelam Nilam,1875.13,-98.07,1973.2,11,4,-0.0523
2023-03-26,East,Rylee Sasa,15.01,1.5,13.51,2,1,0.0999
2023-03-26,South,Sam Abioye,874.8,144.85,729.95,18,6,0.1656
2023-03-26,West,Sasha Ellington,168.58,80.24,88.34,7,3,0.476
2023-03-27,South,Sam Abioye,68.74,-48.12,116.86,9,1,-0.7
2023-03-27,West,Sasha Ellington,1435.96,106.98,1328.98,26,7,0.0745
2023-03-28,Central,Neelam Nilam,81.4,21.16,60.24,5,1,0.26
2023-03-29,Central,Neelam Nilam,325.86,149.9,175.96,2,1,0.46
2023-03-29,East,Rylee Sasa,5.72,-4.76,10.48,5,1,-0.8322
2023-03-29,South,Sam Abioye,59.76,16.73,43.03,1,1,0.28
2023-03-29,West,Sasha Ellington,265.07,60.17,204.9,8,3,0.227
2023-03-30,Central,Neelam Nilam,252.42,-149.91,402.32,20,3,-0.5939
2023-03-30,East,Rylee Sasa,867.35,242.32,625.03,18,4,0.2794
2023-03-30,South,Sam Abioye,3831.54,1701.79,2129.75,22,5,0.4442
2023-03-30,West,Sasha Ellington,29.7,8.02,21.68,3,1,0.27
2023-03-31,Central,Neelam Nilam,122.6,36.9,85.7,11,2,0.301
2023-03-31,East,Rylee Sasa,42.93,19.32,23.61,9,1,0.45
2023-03-31,South,Sam Abioye,397.35,0.81,396.55,15,5,0.002
2023-03-31,West,Sasha Ellington,5410.1,485.93,4924.2,25,4,0.0898
2023-04-01,East,Rylee Sasa,11.12,2.89,8.23,4,1,0.2599
2023-04-01,South,Sam Abioye,786.74,206.48,580.26,9,3,0.2625
2023-04-01,West,Sasha Ellington,25.11,6.53,18.58,3,1,0.2601
2023-04-02,Central,Neelam Nilam,7.06,2.21,4.85,3,1,0.313
2023-04-02,East,Rylee Sasa,25.47,7.64,17.83,4,1,0.3
2023-04-03,Central,Neelam Nilam,383.84,47.98,335.86,4,1,0.125
2023-04-03,East,Rylee Sasa,424.63,62.2,362.43,9,5,0.1465
2023-04-05,Central,Neelam Nilam,106.32,49.97,56.35,3,1,0.47
2023-04-05,South,Sam Abioye,8.1,-5.94,14.04,5,1,-0.7333
2023-04-06,South,Sam Abioye,1971.29,-341.17,2312.47,17,7,-0.1731
2023-04-07,Central,Neelam Nilam,580.86,151.02,429.84,5,2,0.26
2023-04-07,East,Rylee Sasa,2633.51,632.46,2001.05,9,2,0.2402
2023-04-07,South,Sam Abioye,2747.25,1280.52,1466.73,9,2,0.4661
2023-04-07,West,Sasha Ellington,440.31,212.82,227.49,9,2,0.4833
2023-04-08,Central,Neelam Nilam,478.24,219.99,258.25,8,1,0.46
2023-04-08,East,Rylee Sasa,864.28,111.66,752.62,23,8,0.1292
2023-04-08,South,Sam Abioye,284.19,79.62,204.57,7,3,0.2802
2023-04-09,Central,Neelam Nilam,106.11,23.97,82.13,5,2,0.2259
2023-04-09,East,Rylee Sasa,632.68,149.07,483.61,16,6,0.2356
2023-04-09,South,Sam Abioye,16.74,-1.24,17.98,8,2,-0.0741
2023-04-10,Central,Neelam Nilam,11.36,-17.05,28.41,3,1,-1.5009
2023-04-10,East,Rylee Sasa,43.89,-3.28,47.17,4,2,-0.0747
2023-04-10,South,Sam Abioye,22.74,2.51,20.23,9,2,0.1104
2023-04-10,West,Sasha Ellington,241.81,36.22,205.59,12,2,0.1498
2023-04-11,East,Rylee Sasa,69.66,31.35,38.32,9,2,0.45
2023-04-12,East,Rylee Sasa,7.92,1.68,6.24,5,1,0.2121
2023-04-12,West,Sasha Ellington,1337.9,266.54,1071.37,12,3,0.1992
2023-04-13,Central,Neelam Nilam,8.76,4.2,4.56,2,1,0.4795
2023-04-13,East,Rylee Sasa,445.9,61.61,384.28,20,6,0.1382
2023-04-13,South,Sam Abioye,198.27,-32.22,230.49,8,1,-0.1625
2023-04-14,Central,Neelam Nilam,20.74,7.26,13.48,4,1,0.35
2023-04-14,South,Sam Abioye,36.01,-4.5,40.51,7,3,-0.125
2023-04-14,West,Sasha Ellington,275.59,107.12,168.47,8,2,0.3887
2023-04-15,Central,Neelam Nilam,78.01,-54.72,132.72,11,4,-0.7014
2023-04-15,East,Rylee Sasa,13.71,-10.05,23.76,5,1,-0.733
2023-04-15,South,Sam Abioye,503.22,11.1,492.12,6,2,0.0221
2023-04-15,West,Sasha Ellington,349.49,8.23,341.26,8,3,0.0235
2023-04-16,Central,Neelam Nilam,195.14,-43.91,239.04,4,1,-0.225
2023-04-16,East,Rylee Sasa,60.31,5.28,55.03,3,1,0.0875
2023-04-16,West,Sasha Ellington,3176.01,-3364.86,6540.88,54,11,-1.0595
2023-04-19,Central,Neelam Nilam,575.2,15.84,559.36,23,6,0.0275
2023-04-19,East,Rylee Sasa,1458.04,6.91,1451.13,21,7,0.0047
2023-04-20,Central,Neelam Nilam,171.6,-237.2,408.81,17,5,-1.3823
2023-04-20,East,Rylee Sasa,908.82,227.21,681.62,9,1,0.25
2023-04-20,West,Sasha Ellington,174.14,37.61,136.53,4,2,0.216
2023-04-21,East,Rylee Sasa,254.35,0.0,254.35,3,1,0.0
2023-04-21,South,Sam Abioye,675.06,87.76,587.3,3,1,0.13
2023-04-21,West,Sasha Ellington,18.28,6.22,12.06,2,1,0.3403
2023-04-22,Central,Neelam Nilam,155.34,55.92,99.42,6,1,0.36
2023-04-22,East,Rylee Sasa,316.65,81.57,235.08,20,5,0.2576
2023-04-22,South,Sam Abioye,513.5,-13.24,526.73,10,4,-0.0258
2023-04-22,West,Sasha Ellington,213.73,75.06,138.67,20,5,0.3512
2023-04-23,Central,Neelam Nilam,83.21,-36.45,119.66,6,2,-0.438
2023-04-23,East,Rylee Sasa,177.97,10.56,167.41,8,4,0.0593
2023-04-23,South,Sam Abioye,113.57,-21.29,134.86,2,1,-0.1875
2023-04-23,West,Sasha Ellington,553.81,35.15,518.66,11,2,0.0635
2023-04-24,South,Sam Abioye,109.97,12.05,97.92,14,2,0.1096
2023-04-24,West,Sasha Ellington,568.14,92.53,475.62,22,6,0.1629
2023-04-25,Central,Neelam Nilam,1.99,-1.44,3.43,1,1,-0.7236
2023-04-25,West,Sasha Ellington,59.62,28.61,31.01,11,2,0.4799
2023-04-26,Central,Neelam Nilam,253.39,-30.52,283.91,8,2,-0.1204
2023-04-26,West,Sasha Ellington,323.19,90.54,232.65,16,4,0.2801
2023-04-27,East,Rylee Sasa,15.23,1.5,13.73,3,2,0.0985
2023-04-27,South,Sam Abioye,780.06,89.87,690.21,5,2,0.1152
2023-04-28,East,Rylee Sasa,1053.26,-67.48,1120.74,6,2,-0.0641
2023-04-29,Central,Neelam Nilam,43.37,-69.4,112.77,7,1,-1.6002
2023-04-29,East,Rylee Sasa,770.57,-132.58,903.15,16,5,-0.1721
2023-04-29,South,Sam Abioye,283.69,5.53,278.15,28,7,0.0195
2023-04-29,West,Sasha Ellington,292.5,128.31,164.19,17,5,0.4387
2023-04-30,South,Sam Abioye,4108.37,-453.86,4562.23,21,6,-0.1105
2023-05-01,East,Rylee Sasa,129.93,12.99,116.94,3,1,0.1
2023-05-01,West,Sasha Ellington,269.18,97.41,171.78,17,4,0.3619
2023-05-02,East,Rylee Sasa,504.51,-164.47,668.98,18,5,-0.326
2023-05-02,West,Sasha Ellington,881.84,84.38,797.46,21,4,0.0957
2023-05-03,East,Rylee Sasa,13.91,-10.99,24.89,6,3,-0.7901
2023-05-03,South,Sam Abioye,629.86,189.94,439.92,11,4,0.3016
2023-05-03,West,Sasha Ellington,745.63,113.38,632.25,11,4,0.1521
2023-05-04,East,Rylee Sasa,6.68,3.21,3.47,1,1,0.4805
2023-05-04,South,Sam Abioye,34.5,15.53,18.98,3,1,0.4501
2023-05-04,West,Sasha Ellington,143.94,-141.29,285.25,22,4,-0.9816
2023-05-05,Central,Neelam Nilam,2014.32,-89.86,2104.19,36,6,-0.0446
2023-05-05,East,Rylee Sasa,59.2,29.6,29.6,4,1,0.5
2023-05-05,South,Sam Abioye,872.49,75.74,796.75,26,4,0.0868
2023-05-05,West,Sasha Ellington,237.36,68.73,168.63,7,2,0.2896
2023-05-06,Central,Neelam Nilam,2049.53,568.13,1481.4,10,4,0.2772
2023-05-06,West,Sasha Ellington,499.93,81.29,418.64,8,2,0.1626
2023-05-07,Central,Neelam Nilam,41.47,14.52,26.96,8,1,0.3501
2023-05-07,East,Rylee Sasa,176.05,-25.84,201.89,5,2,-0.1468
2023-05-07,West,Sasha Ellington,3441.03,1072.69,2368.35,10,2,0.3117
2023-05-08,South,Sam Abioye,272.23,47.89,224.35,6,2,0.1759
2023-05-08,West,Sasha Ellington,805.99,226.08,579.92,15,5,0.2805
2023-05-10,Central,Neelam Nilam,94.52,-19.15,113.66,7,4,-0.2026
2023-05-10,East,Rylee Sasa,43.92,12.74,31.18,3,1,0.2901
2023-05-10,West,Sasha Ellington,311.04,-313.0,624.05,18,4,-1.0063
2023-05-11,Central,Neelam Nilam,162.16,-69.06,231.22,9,2,-0.4259
2023-05-11,East,Rylee Sasa,257.18,102.97,154.22,24,7,0.4004
2023-05-11,West,Sasha Ellington,551.04,2.63,548.41,12,4,0.0048
2023-05-12,Central,Neelam Nilam,2229.18,754.7,1474.48,13,5,0.3386
2023-05-12,East,Rylee Sasa,757.95,25.33,732.62,14,2,0.0334
2023-05-12,South,Sam Abioye,20.77,2.34,18.43,2,1,0.1127
2023-05-12,West,Sasha Ellington,58.48,27.49,30.99,8,1,0.4701
2023-05-13,Central,Neelam Nilam,1078.43,36.71,1041.73,16,5,0.034
2023-05-13,East,Rylee Sasa,1132.13,200.31,931.84,35,11,0.1769
2023-05-13,South,Sam Abioye,48.69,23.86,24.83,9,1,0.49
2023-05-13,West,Sasha Ellington,1922.8,817.01,1105.79,23,4,0.4249
2023-05-14,Central,Neelam Nilam,67.82,22.62,45.22,4,2,0.3335
2023-05-14,West,Sasha Ellington,353.43,51.36,302.07,11,6,0.1453
2023-05-15,East,Rylee Sasa,221.02,-55.26,276.28,2,1,-0.25
2023-05-17,Central,Neelam Nilam,907.3,196.52,710.8,33,8,0.2166
2023-05-17,East,Rylee Sasa,53.66,6.39,47.27,6,3,0.1191
2023-05-17,South,Sam Abioye,524.85,166.22,358.64,18,5,0.3167
2023-05-17,West,Sasha Ellington,344.7,38.78,305.92,2,1,0.1125
2023-05-18,Central,Neelam Nilam,147.23,27.68,119.55,11,3,0.188
2023-05-18,East,Rylee Sasa,889.29,313.02,576.27,11,3,0.352
2023-05-18,South,Sam Abioye,2925.56,697.09,2228.48,41,8,0.2383
2023-05-18,West,Sasha Ellington,957.11,134.01,823.11,23,6,0.14
2023-05-19,Central,Neelam Nilam,932.81,236.39,696.43,26,6,0.2534
2023-05-19,West,Sasha Ellington,2064.77,36.8,2027.96,26,6,0.0178
2023-05-20,East,Rylee Sasa,538.02,78.02,460.0,8,2,0.145
2023-05-21,Central,Neelam Nilam,205.92,-54.72,260.63,7,3,-0.2657
2023-05-21,West,Sasha Ellington,130.64,47.73,82.91,18,4,0.3654
2023-05-22,Central,Neelam Nilam,70.15,-59.65,129.81,11,4,-0.8503
2023-05-22,West,Sasha Ellington,171.29,-6.42,177.71,3,1,-0.0375
2023-05-24,Central,Neelam Nilam,50.14,-11.28,61.42,3,1,-0.225
2023-05-24,East,Rylee Sasa,806.05,228.19,577.87,17,4,0.2831
2023-05-24,South,Sam Abioye,29.84,13.43,16.41,2,1,0.4501
2023-05-25,South,Sam Abioye,257.28,70.22,187.06,7,3,0.2729
2023-05-25,West,Sasha Ellington,12.96,6.22,6.74,2,1,0.4799
2023-05-26,Central,Neelam Nilam,477.3,138.42,338.88,5,1,0.29
2023-05-26,South,Sam Abioye,663.48,162.35,501.13,18,5,0.2447
2023-05-26,West,Sasha Ellington,944.13,83.69,860.44,21,5,0.0886
2023-05-27,Central,Neelam Nilam,164.8,-31.17,195.97,10,3,-0.1891
2023-05-27,East,Rylee Sasa,529.86,87.72,442.14,20,5,0.1656
2023-05-27,South,Sam Abioye,301.96,33.22,268.74,2,1,0.11
2023-05-27,West,Sasha Ellington,483.48,79.43,404.04,12,3,0.1643
2023-05-28,Central,Neelam Nilam,691.1,110.43,580.67,24,8,0.1598
2023-05-29,Central,Neelam Nilam,204.67,-6.02,210.69,1,1,-0.0294
2023-05-29,South,Sam Abioye,253.86,38.78,215.08,6,3,0.1528
2023-05-29,West,Sasha Ellington,278.36,42.4,235.96,14,5,0.1523
2023-05-31,Central,Neelam Nilam,4526.22,1398.24,3127.98,25,6,0.3089
2023-05-31,East,Rylee Sasa,532.14,-102.73,634.88,20,5,-0.1931
2023-06-01,Central,Neelam Nilam,10.69,3.74,6.95,2,1,0.3499
2023-06-01,East,Rylee Sasa,30.41,1.76,28.65,3,2,0.0579
2023-06-01,South,Sam Abioye,25.34,9.19,16.16,4,1,0.3627
2023-06-01,West,Sasha Ellington,69.26,23.84,45.42,11,2,0.3442
2023-06-02,East,Rylee Sasa,508.79,-57.02,565.81,12,3,-0.1121
2023-06-02,South,Sam Abioye,1146.86,57.74,1089.16,32,9,0.0503
2023-06-02,West,Sasha Ellington,1296.38,383.44,912.95,27,5,0.2958
2023-06-03,Central,Neelam Nilam,45.35,-24.49,69.84,16,3,-0.54
2023-06-03,South,Sam Abioye,234.06,91.24,142.83,16,5,0.3898
2023-06-04,Central,Neelam Nilam,470.38,52.92,417.46,3,1,0.1125
2023-06-04,South,Sam Abioye,20.74,7.26,13.48,4,1,0.35
2023-06-05,West,Sasha Ellington,31.35,2.18,29.17,6,2,0.0695
2023-06-07,Central,Neelam Nilam,504.2,36.07,468.13,15,5,0.0715
2023-06-07,East,Rylee Sasa,10.36,5.08,5.28,2,1,0.4903
2023-06-07,West,Sasha Ellington,1712.49,93.03,1619.46,15,5,0.0543
2023-06-08,Central,Neelam Nilam,890.02,-20.86,910.87,17,4,-0.0234
2023-06-08,South,Sam Abioye,49.12,23.09,26.03,4,1,0.4701
2023-06-09,Central,Neelam Nilam,132.52,54.33,78.19,4,1,0.41
2023-06-09,East,Rylee Sasa,62.56,19.92,42.64,14,3,0.3184
2023-06-09,South,Sam Abioye,1347.52,84.22,1263.3,8,1,0.0625
2023-06-09,West,Sasha Ellington,970.75,28.03,942.72,32,8,0.0289
2023-06-10,South,Sam Abioye,8.33,-2.72,11.05,6,2,-0.3265
2023-06-10,West,Sasha Ellington,1572.56,277.66,1294.9,38,12,0.1766
2023-06-11,Central,Neelam Nilam,8.86,-6.86,15.72,3,1,-0.7743
2023-06-11,East,Rylee Sasa,1018.47,192.5,825.97,16,5,0.189
2023-06-11,South,Sam Abioye,561.23,110.96,450.27,8,3,0.1977
2023-06-11,West,Sasha Ellington,91.42,18.33,73.09,6,2,0.2005
2023-06-12,Central,Neelam Nilam,683.02,-120.46,803.49,13,3,-0.1764
2023-06-12,South,Sam Abioye,181.86,50.92,130.94,7,1,0.28
2023-06-12,West,Sasha Ellington,291.14,-25.47,316.61,4,1,-0.0875
2023-06-14,Central,Neelam Nilam,166.45,55.53,110.92,16,4,0.3336
2023-06-14,South,Sam Abioye,3718.88,334.85,3384.01,36,9,0.09
2023-06-14,West,Sasha Ellington,172.2,14.05,158.15,5,3,0.0816
2023-06-15,Central,Neelam Nilam,5.94,-8.9,14.84,7,1,-1.4983
2023-06-15,East,Rylee Sasa,503.87,109.78,394.09,11,2,0.2179
2023-06-15,South,Sam Abioye,754.61,214.89,539.72,11,5,0.2848
2023-06-15,West,Sasha Ellington,1459.78,205.59,1254.19,18,5,0.1408
2023-06-16,Central,Neelam Nilam,23.88,-15.52,39.41,10,3,-0.6499
2023-06-16,East,Rylee Sasa,3505.84,1676.32,1829.53,8,2,0.4782
2023-06-16,West,Sasha Ellington,366.94,35.68,331.27,10,4,0.0972
2023-06-17,Central,Neelam Nilam,74.35,23.24,51.12,3,1,0.3126
2023-06-17,West,Sasha Ellington,956.8,94.64,862.16,15,2,0.0989
2023-06-18,Central,Neelam Nilam,778.02,-86.59,864.62,19,7,-0.1113
2023-06-18,East,Rylee Sasa,1263.04,31.87,1231.16,33,7,0.0252
2023-06-18,West,Sasha Ellington,74.88,32.67,42.21,6,2,0.4363
2023-06-19,East,Rylee Sasa,487.4,121.88,365.54,21,6,0.2501
2023-06-19,South,Sam Abioye,540.82,141.87,398.95,10,3,0.2623
2023-06-20,East,Rylee Sasa,595.66,230.96,364.7,26,5,0.3877
2023-06-21,Central,Neelam Nilam,491.0,141.38,349.62,5,2,0.2879
2023-06-21,East,Rylee Sasa,50.42,-30.8,81.21,10,3,-0.6109
2023-06-21,South,Sam Abioye,37.61,12.69,24.92,3,1,0.3374
2023-06-23,Central,Neelam Nilam,193.26,-317.03,510.29,6,2,-1.6404
2023-06-23,East,Rylee Sasa,574.12,137.61,436.52,11,4,0.2397
2023-06-23,West,Sasha Ellington,520.22,150.89,369.33,26,4,0.2901
2023-06-24,Central,Neelam Nilam,148.48,16.7,131.78,2,1,0.1125
2023-06-24,East,Rylee Sasa,400.78,-5.01,405.79,1,1,-0.0125
2023-06-24,West,Sasha Ellington,959.08,173.39,785.69,15,4,0.1808
2023-06-25,Central,Neelam Nilam,1090.83,175.02,915.81,18,4,0.1604
2023-06-25,East,Rylee Sasa,2330.2,472.8,1857.4,37,8,0.2029
2023-06-25,South,Sam Abioye,287.42,-9.0,296.42,9,2,-0.0313
2023-06-25,West,Sasha Ellington,515.69,66.47,449.22,21,2,0.1289
2023-06-26,Central,Neelam Nilam,20.07,9.23,10.84,3,1,0.4599
2023-06-26,East,Rylee Sasa,191.65,31.94,159.71,3,1,0.1667
2023-06-26,West,Sasha Ellington,1433.19,294.37,1138.82,11,3,0.2054
2023-06-28,Central,Neelam Nilam,1118.36,-92.21,1210.59,14,6,-0.0825
2023-06-28,East,Rylee Sasa,694.67,201.79,492.88,14,3,0.2905
2023-06-28,West,Sasha Ellington,2708.95,779.62,1929.33,24,6,0.2878
2023-06-29,Central,Neelam Nilam,1584.86,-63.96,1648.83,7,3,-0.0404
2023-06-29,East,Rylee Sasa,2400.85,63.12,2337.73,20,4,0.0263
2023-06-29,South,Sam Abioye,19.52,5.37,14.15,2,1,0.2751
2023-06-29,West,Sasha Ellington,716.74,131.14,585.6,11,3,0.183
2023-06-30,Central,Neelam Nilam,639.83,103.96,535.87,9,3,0.1625
2023-07-01,Central,Neelam Nilam,169.19,51.33,117.86,9,2,0.3034
2023-07-02,Central,Neelam Nilam,1039.0,205.19,833.81,14,3,0.1975
2023-07-02,East,Rylee Sasa,664.77,49.67,615.09,25,6,0.0747
2023-07-02,South,Sam Abioye,345.51,82.12,263.39,9,4,0.2377
2023-07-02,West,Sasha Ellington,4914.13,1151.15,3762.98,29,7,0.2343
2023-07-04,Central,Neelam Nilam,476.35,-337.4,813.76,32,6,-0.7083
2023-07-05,East,Rylee Sasa,19.01,3.56,15.44,5,2,0.1873
2023-07-05,South,Sam Abioye,239.24,23.92,215.32,1,1,0.1
2023-07-05,West,Sasha Ellington,122.14,-13.74,135.88,3,1,-0.1125
2023-07-06,East,Rylee Sasa,1614.31,37.27,1577.03,23,8,0.0231
2023-07-06,West,Sasha Ellington,5.94,0.12,5.82,3,1,0.0202
2023-07-07,East,Rylee Sasa,514.74,146.2,368.54,30,8,0.284
2023-07-07,West,Sasha Ellington,1465.53,670.94,794.58,40,11,0.4578
2023-07-08,Central,Neelam Nilam,822.67,-97.28,919.95,24,4,-0.1182
2023-07-08,East,Rylee Sasa,847.46,262.18,585.28,17,4,0.3094
2023-07-08,West,Sasha Ellington,1.08,-0.79,1.87,2,1,-0.7315
2023-07-09,Central,Neelam Nilam,298.46,26.12,272.35,6,1,0.0875
2023-07-09,South,Sam Abioye,60.75,18.81,41.94,6,2,0.3096
2023-07-10,Central,Neelam Nilam,30.32,11.82,18.5,4,1,0.3898
2023-07-10,East,Rylee Sasa,132.6,17.24,115.36,6,1,0.13
2023-07-10,West,Sasha Ellington,1565.97,307.11,1258.87,24,5,0.1961
2023-07-11,East,Rylee Sasa,3.82,1.19,2.62,1,1,0.3115
2023-07-12,Central,Neelam Nilam,373.94,99.94,274.0,4,2,0.2673
2023-07-12,East,Rylee Sasa,130.6,12.08,118.52,10,2,0.0925
2023-07-13,East,Rylee Sasa,2610.74,-201.05,2811.8,33,6,-0.077
2023-07-13,West,Sasha Ellington,988.21,155.01,833.2,22,7,0.1569
2023-07-14,East,Rylee Sasa,1066.39,71.47,994.92,21,7,0.067
2023-07-14,South,Sam Abioye,1065.84,213.73,852.11,8,3,0.2005
2023-07-15,Central,Neelam Nilam,2.91,0.91,2.0,2,1,0.3127
2023-07-15,East,Rylee Sasa,71.37,-1.02,72.39,2,1,-0.0143
2023-07-15,South,Sam Abioye,242.35,15.15,227.21,3,1,0.0625
2023-07-16,East,Rylee Sasa,408.96,129.91,279.06,11,3,0.3177
2023-07-16,South,Sam Abioye,7.9,2.17,5.73,2,1,0.2747
2023-07-16,West,Sasha Ellington,1775.01,345.24,1429.78,19,5,0.1945
2023-07-17,East,Rylee Sasa,807.89,56.95,750.95,11,3,0.0705
2023-07-17,West,Sasha Ellington,1298.91,-482.59,1781.48,16,5,-0.3715
2023-07-19,Central,Neelam Nilam,1922.16,664.13,1258.05,27,9,0.3455
2023-07-19,East,Rylee Sasa,361.04,63.15,297.89,8,3,0.1749
2023-07-20,Central,Neelam Nilam,223.56,-194.13,417.7,17,4,-0.8684
2023-07-20,East,Rylee Sasa,490.77,-42.53,533.31,21,5,-0.0867
2023-07-20,South,Sam Abioye,951.98,195.57,756.41,29,7,0.2054
2023-07-20,West,Sasha Ellington,2019.62,185.31,1834.3,28,7,0.0918
2023-07-21,Central,Neelam Nilam,526.34,-75.19,601.54,4,1,-0.1429
2023-07-21,East,Rylee Sasa,29.97,14.09,15.88,3,1,0.4701
2023-07-22,Central,Neelam Nilam,756.23,196.42,559.81,19,5,0.2597
2023-07-22,East,Rylee Sasa,68.45,28.49,39.96,10,3,0.4162
2023-07-22,West,Sasha Ellington,73.51,33.5,40.01,12,2,0.4557
2023-07-23,West,Sasha Ellington,2399.96,839.99,1559.97,5,1,0.35
2023-07-24,Central,Neelam Nilam,318.35,5.25,313.09,13,2,0.0165
2023-07-24,East,Rylee Sasa,480.4,-45.05,525.44,18,6,-0.0938
2023-07-25,West,Sasha Ellington,2012.3,705.27,1307.03,8,2,0.3505
2023-07-26,East,Rylee Sasa,558.81,140.0,418.81,9,2,0.2505
2023-07-26,South,Sam Abioye,285.88,9.9,275.98,7,2,0.0346
2023-07-26,West,Sasha Ellington,297.99,61.67,236.32,14,4,0.207
2023-07-27,West,Sasha Ellington,1170.56,108.05,1062.51,9,3,0.0923
2023-07-28,Central,Neelam Nilam,1063.43,299.64,763.79,13,6,0.2818
2023-07-28,East,Rylee Sasa,60.12,22.24,37.88,9,1,0.3699
2023-07-28,South,Sam Abioye,61.22,8.29,52.93,10,3,0.1354
2023-07-28,West,Sasha Ellington,206.53,37.28,169.25,5,2,0.1805
2023-07-29,East,Rylee Sasa,166.73,-10.56,177.29,9,2,-0.0633
2023-07-29,West,Sasha Ellington,356.65,98.5,258.15,9,2,0.2762
2023-07-30,Central,Neelam Nilam,210.19,67.11,143.08,11,3,0.3193
2023-07-30,East,Rylee Sasa,1212.9,362.61,850.28,16,5,0.299
2023-07-30,South,Sam Abioye,41.42,8.28,33.14,2,1,0.1999
2023-07-30,West,Sasha Ellington,93.52,26.73,66.79,9,2,0.2858
2023-07-31,Central,Neelam Nilam,1572.25,-245.3,1817.56,12,3,-0.156
2023-07-31,South,Sam Abioye,271.96,17.0,254.96,5,1,0.0625
2023-07-31,West,Sasha Ellington,241.44,68.9,172.54,5,2,0.2854
2023-08-02,Central,Neelam Nilam,223.19,-29.2,252.4,5,2,-0.1308
2023-08-02,East,Rylee Sasa,16.52,5.37,11.15,5,1,0.3251
2023-08-02,West,Sasha Ellington,291.64,64.15,227.49,12,4,0.22
2023-08-03,Central,Neelam Nilam,3.32,-5.64,8.96,3,1,-1.6988
2023-08-03,West,Sasha Ellington,16.75,6.07,10.68,3,2,0.3624
2023-08-04,Central,Neelam Nilam,489.92,164.09,325.82,26,4,0.3349
2023-08-04,South,Sam Abioye,13.76,6.33,7.43,2,1,0.46
2023-08-05,Central,Neelam Nilam,115.3,40.35,74.94,3,1,0.35
2023-08-05,East,Rylee Sasa,1147.59,348.72,798.88,23,4,0.3039
2023-08-05,South,Sam Abioye,161.14,30.71,130.43,8,2,0.1906
2023-08-06,Central,Neelam Nilam,301.57,-18.72,320.29,9,3,-0.0621
2023-08-06,East,Rylee Sasa,116.48,31.69,84.79,12,2,0.2721
2023-08-06,South,Sam Abioye,79.99,22.0,57.99,1,1,0.275
2023-08-06,West,Sasha Ellington,2981.58,670.92,2310.68,34,11,0.225
2023-08-09,Central,Neelam Nilam,1823.07,521.96,1301.11,22,4,0.2863
2023-08-10,Central,Neelam Nilam,205.28,3.81,201.49,21,4,0.0186
2023-08-10,East,Rylee Sasa,25.92,12.44,13.48,4,1,0.4799
2023-08-10,South,Sam Abioye,477.51,219.65,257.86,11,1,0.46
2023-08-11,East,Rylee Sasa,2017.32,438.41,1578.91,13,3,0.2173
2023-08-11,South,Sam Abioye,20.74,7.26,13.48,4,1,0.35
2023-08-11,West,Sasha Ellington,1655.02,443.03,1212.01,34,8,0.2677
2023-08-12,East,Rylee Sasa,17.54,5.92,11.62,3,1,0.3375
2023-08-12,South,Sam Abioye,2382.92,-1145.18,3528.11,28,7,-0.4806
2023-08-12,West,Sasha Ellington,242.69,67.56,175.14,20,5,0.2784
2023-08-13,West,Sasha Ellington,440.74,12.39,428.35,11,3,0.0281
2023-08-14,Central,Neelam Nilam,50.4,23.18,27.22,8,1,0.4599
2023-08-14,East,Rylee Sasa,1899.47,-312.37,2211.84,8,2,-0.1645
2023-08-15,South,Sam Abioye,80.57,-12.03,92.6,7,2,-0.1493
2023-08-16,Central,Neelam Nilam,143.8,-123.51,267.31,15,5,-0.8589
2023-08-16,East,Rylee Sasa,5774.65,-230.86,6005.52,16,3,-0.04
2023-08-16,South,Sam Abioye,201.09,58.2,142.89,9,2,0.2894
2023-08-16,West,Sasha Ellington,3397.74,902.08,2495.66,30,7,0.2655
2023-08-17,Central,Neelam Nilam,228.18,-32.1,260.29,12,3,-0.1407
2023-08-17,East,Rylee Sasa,327.64,91.7,235.94,25,8,0.2799
2023-08-17,West,Sasha Ellington,6522.65,1912.38,4610.27,32,6,0.2932
2023-08-18,Central,Neelam Nilam,2.3,-3.9,6.2,2,1,-1.6957
2023-08-18,East,Rylee Sasa,407.43,191.69,215.74,4,2,0.4705
2023-08-18,West,Sasha Ellington,102.72,37.24,65.48,3,1,0.3625
2023-08-19,East,Rylee Sasa,40.29,10.48,29.81,3,1,0.2601
2023-08-19,South,Sam Abioye,35.96,3.6,32.36,1,1,0.1001
